expmntID,Land Use - CBD Focus,Freeway Capacity,Auto IVTT Sensitivity,Shared Mobility,Kensington Decommissioning,LRT Extension,Region-wide VMT,Interstate + Expressway + Ramp/Connector VMT,Major and Minor Arterials VMT,Total Auto VMT,Total Truck VMT,Daily Auto VMT - Interstate,Daily Truck VMT - Interstate,Daily Total VMT - Interstate,Daily Auto VMT - Expressway,Daily Truck VMT - Expressway,Daily Total VMT - Expressway,Daily Auto VMT - Major Arterial,Daily Truck VMT - Major Arterial,Daily Total VMT - Major Arterial,Daily Auto VMT - Minor Arterial,Daily Truck VMT - Minor Arterial,Daily Total VMT - Minor Arterial,Daily Auto VMT - Collector,Daily Truck VMT - Collector,Daily Total VMT - Collector,Daily Auto VMT - Freeway On-Ramp,Daily Truck VMT - Freeway On-Ramp,Daily Total VMT - Freeway On-Ramp,Daily Auto VMT - Freeway Off-Ramp,Daily Truck VMT - Freeway Off-Ramp,Daily Total VMT - Freeway Off-Ramp,Daily Auto VMT - Freeway to Freeway Connector,Daily Truck VMT - Freeway to Freeway Connector,Daily Total VMT - Freeway to Freeway Connector,Daily Auto VMT - Toll Booth,Daily Truck VMT - Toll Booth,Daily Total VMT - Toll Booth,Daily Auto VMT - Border Control,Daily Truck VMT - Border Control,Daily Total VMT - Border Control,Daily Auto VMT - Canadian Interstate,Daily Truck VMT - Canadian Interstate,Daily Total VMT - Canadian Interstate,Daily Auto VMT - Canadian Expressway,Daily Truck VMT - Canadian Expressway,Daily Total VMT - Canadian Expressway,Daily Auto VMT - Canadian Major Arterial,Daily Truck VMT - Canadian Major Arterial,Daily Total VMT - Canadian Major Arterial,AM Trip Time (minutes),AM Trip Length (miles),PM Trip Time (minutes),PM Trip Length (miles),Total Transit Boardings,Total LRT Boardings,Peak Transit Share,Peak NonMotorized Share,Off-Peak Transit Share,Off-Peak NonMotorized Share,Daily Transit Share,Daily NonMotorized Share,Downtown to Airport Travel Time,Households within 30 min of CBD,Number of Home-based work tours taking <= 45 minutes via transit,Corridor Kensington Daily VMT,Corridor Kensington Daily VHT,Corridor Kensington_OB PM VMT,Corridor Kensington_OB PM VHT,Corridor Kensington_IB AM VMT,Corridor Kensington_IB AM VHT,Corridor 190 Daily VMT,Corridor 190 Daily VHT,Corridor 190_OB Daily VMT,Corridor 190_OB Daily VHT,Corridor 190_IB Daily VMT,Corridor 190_IB Daily VHT,Corridor 33_west Daily VMT,Corridor 33_west Daily VHT,Corridor I90_south Daily VMT,Corridor I90_south Daily VHT,OD Volume District 1 to 1,OD Volume District 1 to 2,OD Volume District 1 to 3,OD Volume District 1 to 4,OD Volume District 1 to 5,OD Volume District 1 to 6,OD Volume District 1 to 7,OD Volume District 1 to 8,OD Volume District 1 to 9,OD Volume District 1 to 10
14,0.9930310980231668,1.2828746201548422,0.7936956691855258,0.300198021112478,1.0,0.0,24061929.090836003,8898432.968643,9887321.109746,21547589.520743,2514339.570095,5431146.311779,744579.215499,6175725.527278,1827035.048201,98776.417843,1925811.466044,4568242.409958,285239.106148,4853481.516106,4678503.385356,355336.208285,5033839.59364,1822824.494555,120228.515871,1943053.010426,237208.405599,16336.319382,253544.724981,239486.421929,17923.723542,257410.145471,263184.149946,22756.954923,285941.104869,6379.089286,1714.236077,8093.325363,408801.93842,403172.551408,811974.489828,4363.218473,22066.742133,26429.960606,155670.873636,116774.693133,272445.566769,1904743.773605,309434.885851,2214178.659455,14.847397,7.700869,15.581256,8.463612,98682.44479,22495.370859,0.018534,0.069904,0.015145,0.06682,0.016701,0.068236,14.495469,383748.0,319164.406,62414.408045,100370.777271,7307.087059,13168.862657,6284.555905,10826.44568,272795.568975,293902.110317,35022.37002,45040.566327,29441.344587,33256.487702,39834.9538,49124.725469,147055.868507,156568.550124,57663.703125,21325.753906,20863.548828,6458.766113,2849.395996,15697.013672,1378.549561,2614.236572,5187.696289,1398.835449
15,0.9364752676785612,1.3313156479972044,0.9252389392811442,0.5199862839518381,1.0,1.0,23071955.527498003,8497112.292734,9480635.349369,20656229.651315995,2415725.876181,5183972.35877,720451.606284,5904423.965055,1737025.480504,95960.746663,1832986.227167,4375004.217178,273168.266276,4648172.483454,4491349.246599,341113.619317,4832462.865915,1754211.535535,115605.96127,1869817.496805,226550.858399,15553.405758,242104.264157,228577.474682,17110.425636,245687.900318,250123.658281,21786.277755,271909.936037,6185.009616,1677.831054,7862.84067,398637.025534,385363.632575,784000.658109,4368.870857,20925.177998,25294.048855,152949.510571,111163.718146,264113.228717,1847274.40479,295845.207449,2143119.612239,14.53292,7.657282,15.332728,8.435644,78609.70003,23405.828229,0.016005,0.063847,0.012929,0.060676,0.014339,0.06213,14.257401,362531.0,314349.312,58646.59791,97576.052002,6827.418121,13022.323932,5913.437928,9999.575931,256522.58614,268007.61137,33088.719099,39866.723812,27598.763336,29834.408105,37827.063669,45153.905268,139730.027742,144988.448453,55091.242188,20250.300781,19538.982422,5887.601074,2600.972168,14621.207031,1232.157593,2410.73291,4732.458008,1281.541382
16,0.8463308612995266,1.6903944813928953,0.9512789675911575,0.6402001903139828,0.0,0.0,21625049.105966,8068115.500746001,8743731.781341001,19378552.847936,2246496.2580290004,4786059.722,679313.075806,5465372.797806,1789620.472521,96183.471608,1885803.944129,4002514.276342,248212.285075,4250726.561417,4178559.81542,314445.404503,4493005.219924,1662618.04363,107867.779092,1770485.822723,217657.503135,14526.24388,232183.747015,219100.876436,15894.054178,234994.930613,229740.728369,20019.352814,249760.081183,5869.450097,1621.625651,7491.075748,379506.73677,355015.547906,734522.284676,3928.887188,18994.521116,22923.408304,148114.256636,101676.831778,249791.088414,1755262.079392,272726.064622,2027988.144014,14.143954,7.697925,15.042941,8.503714,48348.481624,12361.051653,0.010871,0.056678,0.008557,0.053459,0.009617,0.054934,13.451106,331038.0,271163.531,157236.827041,170987.735118,20412.832937,22234.541853,17584.786433,19919.224283,218461.929564,212187.196324,28775.117787,29920.754472,22938.722791,22410.443826,38097.870793,42872.954879,123779.022644,120184.812548,48287.539063,18003.068359,17072.859375,5196.77002,2230.69751,12675.835938,1053.691284,2122.265381,4086.644775,1148.09668
17,0.8971347760726159,1.481847900086261,0.8585875132860357,0.34316147946851766,0.0,1.0,22322041.901417002,8341408.220861,9033842.171737999,19979795.902246002,2342245.999171,4944204.781168,701956.167055,5646160.948223,1853933.486628,99408.832003,1953342.318631,4141668.482588,260446.749676,4402115.232264,4302750.061121,328976.878353,4631726.939474,1704380.974614,112171.429128,1816552.403742,224636.048768,15288.047471,239924.096239,226838.951333,16718.92291,243557.874244,237471.536285,20951.447239,258422.983524,6054.411991,1657.764259,7712.17625,390583.534453,371815.231997,762398.766451,4179.033435,20072.301889,24251.335324,151176.472674,107029.929052,258206.401725,1791918.127188,285752.298139,2077670.425326,14.409106,7.743599,15.27135,8.5464,77624.839362,22064.027382,0.016303,0.064867,0.013242,0.062044,0.014646,0.063339,13.715924,349015.0,301753.406,164539.68838,181969.108743,21469.675656,23932.575799,18623.753038,21765.027144,229224.273605,228396.763535,30023.514262,32876.765029,24197.726914,24433.995198,39034.737596,45629.390595,127687.163091,126974.220792,49797.886719,18550.25,17778.925781,5528.433594,2432.526123,13454.334961,1171.198486,2284.534424,4476.963379,1226.626831
18,0.9307978468286069,1.3975442242355214,0.8704211110076723,0.4764787954823377,0.0,1.0,22999713.130707998,8595336.125997001,9325240.697618999,20594100.095889002,2405613.0348169995,5091987.442199,716855.157596,5808842.599795,1916106.305364,101606.528073,2017712.833437,4275086.904494,268051.43208,4543138.336575,4443912.885821,338189.475223,4782102.361044,1754338.562965,115398.991188,1869737.554153,232929.271327,15800.310725,248729.582053,235371.639539,17270.921382,252642.560921,245825.679792,21582.869999,267408.549791,6175.340955,1674.684767,7850.025722,396870.502034,383457.259531,780327.761565,4375.725772,20800.247265,25175.973037,152448.394703,110551.727992,263000.122695,1838671.440924,294373.428996,2133044.86992,14.495459,7.699136,15.306333,8.480502,80735.217294,23490.307393,0.016447,0.064685,0.013346,0.061629,0.014768,0.063031,13.907342,362878.0,312094.625,174102.630818,195206.034488,22793.698603,25912.213615,19786.344356,23732.13859,241579.442928,245736.104566,31393.859272,35838.042221,25595.073912,26552.2263,40449.626878,48674.05752,132104.757794,133645.941307,53772.292969,19919.423828,19196.929688,5866.380859,2588.897705,14404.364258,1240.577759,2406.087891,4729.836426,1288.673706
19,1.025664969196187,1.7648107053570148,0.851627013098855,0.4389789104822107,0.0,1.0,24783770.833386004,9497049.660875998,9906420.646495,22176134.74521,2607636.0881739995,5637073.562656,772227.645244,6409301.2079,2112510.753984,109934.730185,2222445.484169,4533047.226782,290429.561008,4823476.78779,4715401.103571,367542.755134,5082943.858705,1852370.6741,124800.29109,1977170.96519,261459.410591,17745.381106,279204.791698,264854.974699,19414.60701,284269.581709,277949.354514,23879.240886,301828.5954,6370.586487,1768.122305,8138.708793,407739.436727,415292.549486,823031.986213,4211.642297,22884.019491,27095.661789,157329.494251,121092.112022,278421.606272,1945816.524551,320625.073207,2266441.597758,14.605436,7.705249,15.327345,8.438904,105639.152545,30169.651109,0.019554,0.069282,0.016018,0.066018,0.01764,0.067515,13.899669,405179.0,342934.625,198670.961322,220236.437552,25948.502661,28975.158981,23476.269475,27768.263035,276843.659242,276919.695878,36738.658587,40665.17259,29847.899859,30423.926083,45963.781187,53594.718185,147893.339206,146428.115865,62035.808594,22774.568359,22238.228516,6748.193359,3009.174072,16670.695313,1442.541504,2726.5625,5417.417969,1456.005005
20,0.9179507297471173,1.852248213424426,0.8827481289273515,0.7325716716105749,1.0,1.0,23187846.013729993,8701741.69325,9413372.335958,20803376.750544,2384469.2631870005,5334859.762893,718978.23332,6053837.996212,1766320.279062,95300.202679,1861620.481741,4333901.502543,266403.776523,4600305.279066,4478833.764538,334233.292354,4813067.056892,1754872.483043,113977.967202,1868850.450244,234912.903418,15559.810155,250472.713574,236590.055112,17107.216612,253697.271724,260410.220672,21703.009327,282113.229999,6075.644495,1673.762359,7749.406854,388217.027433,378648.839326,766865.866759,3888.365875,20514.600505,24402.96638,151432.461737,109198.812706,260631.274443,1853062.279723,291169.740119,2144232.019842,14.314862,7.679226,15.11892,8.435989,59919.112471,19681.880393,0.012793,0.057689,0.01006,0.054151,0.011311,0.055771,13.715433,359668.0,308644.218,58571.511572,95821.089246,6687.17124,12422.730313,5878.134638,9663.117245,264069.050436,260043.347299,34996.052039,37465.831333,28794.22928,28827.549751,39315.933302,43699.49455,144679.747496,141729.158759,56876.378906,20842.75,20020.662109,5914.50293,2587.999268,14730.90625,1228.82666,2408.068604,4705.829102,1288.631226
21,0.942368320715792,1.734967080084632,0.9423919126424453,0.5469553675074588,0.0,0.0,23304927.638279,8827878.326766001,9364237.562008,20875416.669200998,2429510.969079,5238698.768545,727188.492524,5965887.261069,1961863.404961,103035.506459,2064898.911419,4287932.42261,269200.285236,4557132.707846,4466795.17181,340309.682352,4807104.854162,1761379.903629,116119.780746,1877499.684375,241592.066349,16175.747696,257767.814045,244163.476987,17700.270318,261863.747304,255476.2018,21984.391129,277460.592929,6139.033255,1701.992504,7841.025759,394849.278277,386016.868633,780866.146911,4365.379619,21002.9531,25368.332719,153157.896447,111769.216692,264927.113139,1859003.664912,297305.78169,2156309.446602,14.332447,7.679851,15.13442,8.439151,72406.285318,17613.528585,0.014463,0.062968,0.011637,0.059694,0.012932,0.061195,13.734365,370060.0,303052.75,180665.930451,198562.458509,23474.023234,25909.634652,20977.732279,24334.832916,250303.874679,246904.436477,33263.800953,35756.010862,26801.028563,26776.591287,42472.767655,48699.273011,136517.520621,133834.229939,56362.640625,20764.316406,20074.640625,6049.12207,2645.445557,14865.787109,1254.573242,2441.683594,4792.749023,1312.574707
22,1.1030166801860841,1.5669913019199568,0.8636453966949713,0.2678929295188525,1.0,0.0,25922275.847083002,9818746.926864,10501448.220706,23173067.318947997,2749208.528134,6015152.35387,809132.052493,6824284.406363,1991696.373778,106406.299663,2098102.673441,4837586.463638,312199.785868,5149786.249506,4961805.557552,389856.413647,5351661.9712,1920399.160741,131060.928601,2051460.089342,266054.623411,18483.901967,284538.525378,268703.471905,20293.103005,288996.57491,297394.650939,25430.095833,322824.746772,6640.716745,1818.911026,8459.627771,422926.24078,440802.027757,863728.268537,4302.876914,24511.54006,28814.416974,161513.455723,129108.322619,290621.778342,2018891.372952,340105.145595,2358996.518547,14.955896,7.672834,15.594847,8.396458,130273.227667,29049.52007,0.022048,0.075431,0.018189,0.072104,0.019961,0.073632,14.291389,432258.0,356620.312,67004.884546,109721.841145,7770.683156,14333.29324,6661.785302,11577.827326,312197.620321,330303.798953,40706.127554,50611.031196,34517.030966,38426.053394,44826.775692,53695.12089,164955.351149,171297.796018,66609.304688,24309.068359,24095.537109,7371.580566,3283.489258,18130.642578,1559.197388,2921.012939,5844.92041,1554.147217
23,1.1976716971256627,1.5303592005878,0.8668994011993031,0.6443119602038527,1.0,1.0,28258720.521619998,10734437.959865998,11492887.944539,25327611.217442997,2931109.3041780004,6602642.399734,856983.571061,7459625.970795,2165332.657131,111104.638511,2276437.295642,5290829.35658,333708.511958,5624537.868538,5452297.89364,416052.182362,5868350.076001,2085498.885677,139603.726367,2225102.612044,296883.199709,19994.264115,316877.463824,300490.774821,21991.038598,322481.813419,331579.739132,27435.677054,359015.416186,6918.024663,1887.802073,8805.826736,440129.363713,472093.267459,912222.631172,4462.65311,26540.436658,31003.089767,166590.64939,139140.853999,305731.50339,2183955.620143,364573.333963,2548528.954106,15.249998,7.5068,15.734901,8.166849,118641.16021,37381.254722,0.019289,0.068194,0.015682,0.064016,0.017333,0.065929,14.746019,459628.0,397750.062,73224.232022,134743.748514,8474.060096,18478.956469,7244.810942,13951.364608,360168.665706,404927.261293,46286.333294,65251.279784,39689.330842,48199.937254,49578.523,62249.912545,183461.856546,198145.172562,84056.695313,30074.894531,29825.1875,8449.689453,3752.631592,21705.501953,1736.462158,3265.5,6509.291504,1728.126953
24,1.1540034010348605,1.7578114465259522,0.8349836492240554,0.5659867415770408,1.0,1.0,27399097.819340996,10502504.255239,11049448.263214,24550624.726628996,2848473.092711,6466237.755518,838213.658631,7304451.414149,2115406.310121,109160.840122,2224567.150243,5085057.696765,322217.946745,5407275.64351,5239370.294737,402802.324966,5642172.619704,2015863.678029,135586.004786,2151449.682815,289580.419767,19457.978069,309038.397836,292492.099375,21386.849497,313878.948872,323864.989517,26703.354622,350568.344139,6777.866893,1852.292553,8630.159446,429454.849131,457890.784029,887345.63316,4393.360579,25597.508446,29990.869025,163527.880313,134416.695273,297944.575586,2118597.525884,353186.854972,2471784.380856,15.021845,7.614182,15.581686,8.290176,121013.133419,36572.657045,0.020205,0.069809,0.016558,0.065921,0.01823,0.067703,14.261324,453649.0,383526.812,69962.632441,124445.592161,8072.634876,16708.830021,6978.025993,12847.347402,346412.945292,365765.480734,45510.066869,56481.65026,38577.612215,42877.059436,48547.102268,57476.853689,178981.435769,184320.035949,76796.023438,27793.091797,27519.939453,8017.941895,3580.72876,20292.494141,1684.081177,3145.009033,6282.091797,1667.654053
25,0.9858837283477552,1.5934238310480422,0.8750367376359158,0.3198985128489536,0.0,0.0,23892988.948207,9062698.259892,9605306.571918,21386929.877557997,2506059.070649,5377602.643469,744881.710676,6122484.354145,2016283.130238,105497.447023,2121780.577261,4400310.998759,278538.660861,4678849.65962,4574461.133442,351995.778856,4926456.912298,1796874.947617,119458.93506,1916333.882677,247589.761215,16776.587086,264366.348302,250267.745745,18337.200427,268604.946171,262725.74022,22736.293792,285462.034013,6307.045315,1725.508108,8032.553423,404194.360829,400198.46841,804392.829239,4304.223212,21898.32597,26202.549181,154773.740496,116127.068212,270900.808708,1891234.407001,307887.086168,2199121.493169,14.555442,7.706185,15.324478,8.469752,96100.744528,21688.725211,0.018133,0.069415,0.014806,0.066354,0.016333,0.067759,13.907943,388513.0,317246.625,185902.634708,206874.15935,24181.461482,27141.70892,21800.409969,25932.627812,258852.250079,260397.512564,34141.071721,38196.036376,27708.452004,28414.126653,43406.617903,51281.976622,140308.655597,140122.734647,57240.550781,21175.433594,20656.642578,6365.944824,2808.603027,15489.163086,1347.573486,2571.012939,5093.009277,1380.138916
26,0.8653685858786159,1.6326969454911446,0.8004260201972909,0.4869674636011444,1.0,1.0,21976810.008193,8146657.497612999,8965238.935415,19694529.035957996,2282280.9722329997,4976386.563696,690384.225695,5666770.789391,1665998.849333,92057.841096,1758056.690429,4132316.621806,255106.658174,4387423.27998,4257588.326219,320227.329216,4577815.655435,1679879.06928,109483.451064,1789362.520344,215494.092842,14585.210554,230079.303396,216462.897788,16033.486823,232496.384612,238765.004959,20489.324826,259254.329785,5948.928809,1629.76831,7578.69712,383073.085404,361601.441538,744674.526942,3901.14909,19409.698962,23310.848052,148992.438422,103663.35536,252655.793782,1769722.00831,277609.180615,2047331.188925,14.378844,7.7862,15.264602,8.593381,65444.408321,19390.095626,0.014324,0.061403,0.011571,0.058515,0.012833,0.059839,13.748516,338036.0,292332.781,54210.733203,86541.96262,6290.747051,11364.634985,5496.310892,8727.944251,235871.408419,232628.078493,31065.606485,33325.527668,25347.180933,25365.4972,35915.346369,40193.81634,133459.492617,131659.798175,47850.179688,17917.726563,17068.525391,5322.453125,2324.943115,12916.234375,1124.525024,2209.964355,4303.437988,1186.010742
27,0.907619314571708,1.6642508321402563,0.9134735260857678,0.2554042094145736,1.0,1.0,22380900.337746,8340452.953879002,9094799.933587,20017321.508054,2363578.829689,5094456.55571,711846.241421,5806302.797131,1696872.68085,94550.74009,1791423.42094,4189599.717823,264993.196327,4454592.914151,4307971.890197,332235.129239,4640207.019436,1695075.112113,112927.937765,1808003.049878,221506.893383,15286.78342,236793.676803,222560.316723,16795.078954,239355.395677,245198.614688,21379.04864,266577.663328,6048.169072,1671.657244,7719.826316,389331.19094,374940.887267,764272.078207,4226.8444,20286.747874,24513.592275,151300.120343,108149.443185,259449.563529,1793173.401812,288515.938263,2081689.340075,14.38914,7.756541,15.254638,8.560299,83770.112676,23390.779632,0.017373,0.066806,0.014113,0.064066,0.015609,0.065324,13.762876,354969.0,305785.218,55481.481664,89123.582222,6439.252658,11722.023478,5628.352201,9025.176137,244530.427805,241814.540206,32158.357244,34677.09715,26408.107484,26569.58411,36928.46919,41410.058141,136756.819466,135002.305766,50109.527344,18538.707031,17816.083984,5535.82959,2451.154297,13556.72168,1172.237671,2293.585938,4502.022461,1221.848145
28,1.1395605097967152,1.5020464947550456,0.9310209324349467,0.07786649927733111,0.0,1.0,26074956.090526003,9977097.145494,10439309.046842001,23256599.987327997,2818356.103198,5911468.987294,821873.560013,6733342.547307,2215641.988044,116743.489998,2332385.478042,4777843.307492,316526.14197,5094369.449462,4945775.555121,399164.042259,5344939.59738,1930469.33743,134442.655385,2064911.992815,274736.239173,19453.864405,294190.103578,278292.328087,21233.248925,299525.577012,291724.758052,25928.681503,317653.439555,6747.804582,1840.236039,8588.040621,430142.705284,453373.751655,883516.456939,4690.762642,25300.854951,29991.617593,163050.571059,132951.80488,296002.375939,2026015.643068,349523.771215,2375539.414283,14.970558,7.664704,15.606713,8.399976,162991.750535,42693.523785,0.027094,0.081109,0.022438,0.077967,0.024579,0.079412,14.332874,448527.0,379031.75,211940.573068,242716.206629,27654.967902,32243.138799,25331.325201,32174.155303,296141.120758,312017.796209,38674.134082,47668.155325,32011.131883,35072.822442,47822.45122,59875.479715,155436.694194,160658.149961,66726.695313,24287.25,24075.916016,7415.330566,3356.77124,18358.197266,1580.179443,2959.706787,5935.990234,1567.391846
29,1.0253288369499982,1.622335370152364,0.8228941540231391,0.4208709118735368,0.0,0.0,24817664.978593003,9468213.461145,9958411.142817,22211337.488828998,2606327.4897660003,5618012.835124,770761.873726,6388774.70885,2108867.040161,109580.515488,2218447.555648,4559836.580677,290782.465339,4850619.046016,4739839.705434,367952.391368,5107792.096801,1857872.961514,124895.03144,1982767.992954,260364.203998,17664.76294,278028.966938,263456.284421,19311.987621,282768.272043,276408.904128,23785.053539,300193.957666,6394.083338,1765.643084,8159.726422,409620.493279,415342.761796,824963.255074,4318.344964,22883.463095,27201.808059,157213.095979,121047.868887,278260.964867,1949132.955812,320553.671443,2269686.627255,14.6795,7.696465,15.392536,8.432757,100941.797311,23353.10834,0.018394,0.06944,0.015068,0.066171,0.016594,0.067671,14.027222,403635.0,330428.281,198675.557027,222501.442118,25959.011755,29400.144236,23380.668937,28196.684742,276429.816939,280864.57618,36475.104332,41687.465507,29854.952824,31066.958073,45605.927075,54400.234328,147446.808797,148100.955622,61922.429688,22795.671875,22319.492188,6829.871582,3014.297607,16672.863281,1451.671509,2733.470459,5433.757324,1468.594482
30,1.2170070821403804,1.673161553806895,0.908460147248686,0.2770385463162336,1.0,0.0,27830500.571491003,10671340.768628001,11202901.143296,24863121.371212,2967379.200279,6554856.565216,866569.707802,7421426.273018,2150409.3995,112715.357926,2263124.757426,5154083.066507,337059.748204,5491142.814711,5290759.050505,420999.27808,5711758.328585,2035388.811485,141019.797708,2176408.609194,292334.531466,20404.787424,312739.31889,295771.783055,22411.985773,318183.768828,327978.573054,27888.077412,355866.650466,6971.76387,1896.089046,8867.852915,441124.093193,478936.709002,920060.802195,4694.221974,26943.417555,31637.639529,167130.550155,141113.061261,308243.611416,2141618.961232,369421.183086,2511040.144318,15.212705,7.622577,15.741277,8.309562,162726.300861,35993.920103,0.025046,0.079835,0.020809,0.076229,0.022755,0.077885,14.400856,475722.0,393553.687,71431.555653,120193.114268,8268.135741,15608.144382,7085.618956,12804.198073,349811.176169,376561.167728,45674.451158,58969.667742,39009.100045,44771.636731,49213.01769,59543.643301,181328.151909,189815.194332,75804.0,27481.164063,27522.761719,8311.75,3713.078857,20664.683594,1725.881104,3218.475586,6464.478027,1703.848145
31,1.0640561499713428,1.3210831921058284,0.915329770594906,0.37350060041671235,0.0,0.0,25201519.565746997,9484194.920797998,10214642.672125,22528005.709785,2673513.855963,5614011.833297,782277.482638,6396289.315935,2115890.405855,111308.767199,2227199.173054,4682786.427747,301029.507789,4983815.935536,4851326.956224,379499.780366,5230826.736589,1892249.462644,128018.657369,2020268.120013,260200.04185,18053.550247,278253.592097,263803.009998,19710.035412,283513.045411,274653.453184,24286.341117,298939.794301,6584.952598,1778.490137,8363.442735,421003.193774,428701.779863,849704.973637,4371.409496,23714.358983,28085.768479,159791.242999,125017.499188,284808.742186,1981333.320119,330117.605655,2311450.925774,14.860574,7.614641,15.528079,8.348528,113341.593899,25696.06913,0.019894,0.072075,0.016341,0.068735,0.017972,0.070268,14.495327,413569.0,343266.343,203253.024809,236436.647946,26435.109935,31524.000016,23703.82809,30838.895506,279762.993017,300729.647258,35943.325323,45995.398365,30046.115001,33725.807829,44972.232867,57908.280398,147111.38479,155078.340972,64645.804688,23617.613281,23268.769531,7038.014648,3114.268066,17354.744141,1472.517456,2791.628418,5555.705078,1491.575317
32,1.127236184608367,1.2952590237680264,0.8997812358010807,0.4162008829949227,0.0,0.0,26352448.152374998,9932369.362816999,10697527.505923,23560153.192356,2792294.9600219997,5880862.728496,811848.01409,6692710.742586,2217090.860079,115136.853703,2332227.713782,4904773.486162,315336.060653,5220109.546815,5080752.167674,396665.791434,5477417.959108,1968527.192791,133669.905322,2102197.098113,274139.749833,19022.447055,293162.196887,278606.901925,20766.385908,299373.287833,289429.387946,25466.033783,314895.421729,6773.935412,1825.906026,8599.841437,433612.930428,449571.991053,883184.921481,4675.735311,25051.475301,29727.210612,163010.967703,131644.721758,294655.689461,2057897.148596,346289.373936,2404186.522531,15.098128,7.585188,15.684699,8.295643,127065.716895,28995.131987,0.021113,0.073904,0.017419,0.070345,0.019114,0.071978,14.770522,433743.0,363222.843,217928.243226,258854.264582,28232.216723,34591.780444,25466.966181,34661.097664,299389.474874,332617.188246,38243.73373,52425.476128,32155.373406,37748.010875,47118.135694,62859.618554,154643.598867,166731.419396,70453.039063,25669.277344,25460.548828,7626.733887,3378.428711,18914.996094,1587.334473,2987.48999,5958.377441,1593.317261
33,0.9127080486964491,1.187490651937141,0.9187694149069001,0.36360140079776837,1.0,1.0,22459168.612827,8178220.336425001,9282057.058307,20089854.848456994,2369313.7643730002,4974227.505106,706403.923216,5680631.428322,1679339.47956,94499.170536,1773838.650096,4286360.446734,268909.719318,4555270.166052,4391411.978966,335374.913289,4726786.892255,1720106.52298,113562.770791,1833669.293771,215887.923461,15069.692773,230957.616234,217552.090802,16568.032012,234120.122813,237513.271423,21159.247537,258672.51896,6139.266354,1664.154055,7803.420409,397920.619898,377236.710767,775157.330665,4300.15431,20419.136326,24719.290636,151930.312338,108668.072334,260598.384671,1807165.276525,289778.221419,2096943.497943,14.567002,7.683198,15.404834,8.486627,80689.622638,23118.051121,0.01671,0.065485,0.013549,0.062586,0.014999,0.063916,14.421654,351177.0,306501.75,56686.930989,93819.527117,6708.578473,12756.985387,5712.276541,9599.28299,242510.174929,257328.765099,30918.531944,38320.898263,25874.09259,28479.679855,35961.924455,43919.100305,133269.091826,140922.042187,51395.253906,18974.136719,18244.740234,5596.447266,2472.609375,13797.451172,1174.985474,2310.574219,4528.425293,1228.555908
34,1.049491515164418,1.5605579742057076,0.9008205945727836,0.6571314067623645,1.0,0.0,25544359.752253998,9621042.394438,10399735.213829,22894876.439097,2649483.3131529996,5898658.154788,784163.812798,6682821.967586,1954041.56585,103324.576353,2057366.142204,4791013.931267,300042.435725,5091056.366992,4933808.959617,374869.88722,5308678.846837,1907028.86641,126757.146306,2033786.012717,262454.820339,17672.026153,280126.846492,265060.569701,19400.270692,284460.840393,291851.158824,24415.438938,316266.597763,6487.107589,1772.473415,8259.581005,413796.566623,423675.234639,837471.801262,4441.068354,23399.196313,27840.264667,158852.761206,123506.108916,282358.870122,2007380.908529,326484.705685,2333865.614214,14.721925,7.579184,15.375311,8.288595,82338.721785,21400.130799,0.015062,0.063337,0.012049,0.059505,0.013428,0.061259,14.285383,411068.0,338285.875,67134.853852,110537.830186,7792.465331,14439.39282,6627.422526,11584.799968,308781.589475,325705.266424,40294.915397,49775.587503,34002.189153,37541.504455,44262.250219,52784.994327,162070.084202,167689.599944,69780.6875,25165.054688,24684.417969,7160.170898,3139.457031,17981.880859,1475.141357,2818.582031,5581.562988,1505.563965
35,1.0839778064632202,1.798594155462966,0.8185348502750649,0.3087356696111228,1.0,0.0,25778426.825,9849745.917363001,10372986.56696,23062933.526001997,2715493.298998,6045112.28317,803801.048796,6848913.331966,1993461.655428,105707.375081,2099169.030509,4773218.762587,306145.262511,5079364.025099,4909983.157746,383639.384115,5293622.541861,1910249.082216,129715.585249,2039964.667465,267760.193488,18322.176571,286082.370059,270109.738453,20132.134702,290241.873155,300092.539539,25246.772135,325339.311674,6544.062068,1805.244002,8349.30607,416286.222741,434579.057387,850865.280128,4272.314331,24100.941071,28373.255402,160442.120207,127070.204009,287512.324216,2005401.394028,335228.113369,2340629.507396,14.843311,7.711064,15.505143,8.43102,122235.620143,27643.554133,0.021072,0.073748,0.01736,0.07044,0.019064,0.071959,14.011951,428863.0,350113.875,65925.724629,106235.03403,7619.536712,13679.268175,6582.853733,11160.08425,311927.708059,318759.407803,41355.169114,47903.825663,34793.753809,36912.544887,45050.4221,51909.000965,165761.96356,166967.357673,65586.351563,24015.798828,23751.611328,7286.220703,3241.16748,17855.3125,1554.731934,2899.35791,5797.677734,1546.939941
