1,58468.855469,21583.078125,21044.060547,6436.135254,2864.770996,15828.603516,1382.386108,2624.604736,5207.755371,1398.048218
2,24135.378906,85314.898438,21214.562500,19361.234375,2075.590820,20073.306641,1874.799194,10132.390625,4369.893555,5883.756348
3,23413.097656,21152.349609,74483.906250,21890.476563,5598.474609,5155.212891,2361.066650,1585.583862,1885.655518,2199.298340
4,7341.217773,20150.087891,23866.023438,80583.968750,6388.499023,4337.292480,6024.521973,2967.921387,1527.579834,10229.830078
5,3541.209717,2350.500488,6578.423828,6519.357422,59242.839844,1011.490662,5492.297852,272.432800,298.710632,503.415039
6,18298.357422,21352.837891,5365.713379,4431.855957,930.986694,96010.476563,660.271973,8246.653320,19346.859375,1459.897949
7,1673.099365,2211.389404,2872.398438,6817.930176,6589.323242,743.858887,60613.000000,426.489349,165.409515,3481.817383
8,3153.505615,11639.028320,1808.483032,3279.450684,269.766388,8965.318359,389.765747,29192.767578,3517.981201,3315.204346
9,6408.338867,5161.141602,2185.939941,1730.569336,312.591431,22898.242188,164.309555,3600.085449,93491.484375,556.177063
10,1620.626953,6446.651367,2435.531982,11063.042969,515.410889,1609.875610,3705.679688,3124.937744,514.886414,19888.455078
