1,72794.968750,26416.800781,26128.949219,7668.891602,3375.192627,19168.195313,1596.597168,3005.087158,5978.616211,1602.109375
2,29694.679688,99292.757813,25438.044922,21906.302734,2298.539307,23207.910156,2023.699585,10852.241211,4687.182129,6314.797852
3,29115.525391,25291.203125,90013.632813,25527.708984,6357.702148,6047.874023,2624.807861,1738.009155,2056.700684,2427.860840
4,8774.856445,22790.332031,27856.972656,89639.546875,6845.627930,4854.305176,6311.637207,3112.817139,1584.593140,10795.818359
5,4181.746094,2606.714844,7490.094727,7008.979004,62937.507813,1110.641846,5586.832520,273.428741,297.308685,508.152588
6,22212.330078,24624.605469,6293.963379,4953.372070,1020.202026,111487.828125,707.407837,8834.725586,20963.923828,1552.728882
7,1935.211670,2391.794922,3200.629395,7173.041992,6712.777344,798.548950,61086.042969,422.645172,160.590469,3478.072998
8,3625.264404,12498.058594,1990.261597,3447.587402,271.293915,9643.098633,385.527130,29514.521484,3501.730469,3330.520264
9,7376.137207,5544.360352,2389.441162,1797.062378,311.232056,24887.513672,159.609528,3589.480957,93944.585938,546.229553
10,1865.604858,6935.297363,2701.670654,11708.208008,521.421204,1720.768799,3696.598877,3140.949463,506.055176,20140.056641
