1,52699.554688,19577.636719,18800.710938,5739.348145,2515.421143,14060.098633,1210.463501,2357.285400,4611.874512,1264.267090
2,21748.976563,78981.875000,19192.470703,17926.794922,1925.966797,18415.283203,1759.029785,9736.826172,4139.412598,5646.466309
3,20772.408203,19127.572266,66987.242188,19846.494141,5127.671387,4630.642090,2168.862549,1476.091309,1746.196899,2051.094238
4,6490.464844,18611.484375,21541.968750,75614.187500,6149.769531,3985.864990,5880.726074,2874.791992,1477.279419,9945.330078
5,3090.001709,2172.187744,5989.164063,6251.141113,58328.132813,935.673279,5517.603027,268.882111,297.434570,502.678772
6,16104.963867,19558.427734,4811.616699,4081.177979,864.383850,87362.515625,619.385620,7922.748047,18372.767578,1396.086670
7,1460.693481,2067.790283,2627.567139,6617.381348,6600.378906,694.841858,61298.468750,429.310364,168.246796,3528.729980
8,2810.023438,11130.693359,1673.527222,3167.670166,266.373322,8568.231445,393.481415,29438.378906,3581.267822,3342.546143
9,5645.026855,4871.047852,2015.798584,1669.864380,311.014374,21641.478516,167.427155,3658.931152,94704.968750,563.721619
10,1454.091064,6160.716309,2256.516846,10718.592773,514.516113,1531.161133,3761.861328,3151.232178,522.409607,20028.050781
