1.000000,4920163.506041,701392.750690,5621556.256731,5047758.736599,694179.999352,5741938.735950,850400.602750,119143.147924,969543.750674,1239398.204520,269817.852771,1509216.057291,1359644.866113,123374.816218,1483019.682332,1470719.832658,189056.933776,1659776.766433,893198.518810,118447.913194,1011646.432004,1217913.213927,260629.671717,1478542.885645,1501327.241820,131897.577814,1633224.819634,1435319.762041,183204.836626,1618524.598667,10229315.278989,3808993.820601,9232995.601408,3496405.407118,996319.677581,319195.672166
2.000000,1860602.708792,99557.345571,1960160.054364,2140589.264028,111155.849900,2251745.113928,342118.926331,15672.231413,357791.157744,487253.359242,39831.840585,527085.199827,499604.930613,16977.427267,516582.357880,531625.492607,27075.846307,558701.338914,408209.482360,17853.630214,426063.112573,543995.781806,43731.627907,587727.409712,604044.750507,20024.636022,624069.386528,584339.249356,29545.955758,613885.205114,3763278.043224,1322710.931639,3599680.311653,1266403.570342,163597.731570,56307.361297
3.000000,4290719.189667,265541.651892,4556260.841559,8988596.004369,545458.168176,9534054.172545,827777.061146,43092.963099,870870.024245,1178846.319507,105821.251116,1284667.570623,1100681.956927,44470.999503,1145152.956430,1183413.852087,72156.438174,1255570.290261,1789855.194619,89703.799771,1879558.994390,2396972.994229,213545.902612,2610518.896841,2470588.713970,98936.835349,2569525.549319,2331179.101551,143271.630444,2474450.731995,18215398.564678,4689273.850998,17194998.396366,4444552.663795,1020400.168312,244722.887207
4.000000,4446655.465163,333804.482265,4780459.947428,9050521.797192,651592.978856,9702114.776047,867275.857447,54356.538025,921632.395472,1209316.885675,132022.859261,1341339.744935,1166590.663272,56467.872023,1223058.535296,1203472.058769,90957.212955,1294429.271725,1790977.923436,105905.276181,1896883.199617,2432213.472984,256102.583985,2688316.056969,2502262.545378,117215.505079,2619478.050456,2325067.855394,172369.613611,2497437.469005,16560668.930304,6077885.831282,15456991.448486,5763795.866798,1103677.481818,314089.964485
5.000000,1750410.624814,113607.477223,1864018.102037,3894425.550493,248983.832136,4143409.382629,332904.314452,18527.109826,351431.424278,467205.292756,45040.122609,512245.415365,475604.227710,19658.389485,495262.617195,474696.789896,30381.855303,505078.645199,752264.543894,40674.876072,792939.419966,1027320.828968,97771.466301,1125092.295269,1107483.093911,45623.571808,1153106.665719,1007357.083720,64913.917955,1072271.001676,5451641.375658,2178971.102165,5127718.936906,2074166.423917,323922.438752,104804.678248
6.000000,223667.730760,15199.725180,238867.455940,351678.332910,23055.172708,374733.505618,41504.803821,2588.252547,44093.056368,63598.695488,5888.032172,69486.727659,56411.585114,2587.748620,58999.333734,62152.646337,4135.691841,66288.338178,65463.324343,3936.318387,69399.642729,98710.585697,8888.285375,107598.871071,92663.562196,4080.050678,96743.612874,94840.860674,6150.518269,100991.378943,1053505.643816,783831.170228,986786.917680,745843.140123,66718.726136,37331.796002
7.000000,226460.377805,16668.718890,243129.096696,457512.707216,32075.002290,489587.709506,42748.663241,2777.251190,45525.914431,64144.699524,6489.109699,70633.809224,56933.644670,2848.153639,59781.798309,62633.370370,4554.204362,67187.574732,91218.482006,5470.876034,96689.358040,121696.592965,12055.327647,133751.920612,129497.392252,6321.892050,135819.284302,115100.239991,8226.906559,123327.146551,1157659.806544,886634.994510,1079681.612287,842552.276981,77978.194257,44084.717529
8.000000,234589.886648,20914.203419,255504.090067,355795.415073,29594.401756,385389.816829,45641.654883,3808.198448,49449.853332,64204.710970,7644.450781,71849.161751,60002.337269,3866.913917,63869.251186,64741.183526,5594.640273,70335.823799,75279.047024,5643.200197,80922.247221,91476.866906,10540.332192,102017.199098,98279.621039,5809.531386,104089.152425,90759.880104,7601.337980,98361.218083,701362.164287,527065.015459,652148.177799,496772.151561,49213.986488,30292.994109
20.000000,6117.748122,1657.971283,7775.719404,179513.685229,14625.690762,194139.375991,500.663080,275.788975,776.452055,1156.228731,630.695652,1786.924384,2163.423407,302.208824,2465.632230,2297.432904,449.277831,2746.710735,14377.589671,1444.279208,15821.868879,35376.120408,3742.537872,39118.658280,70464.813155,5610.702396,76075.515551,59295.161996,3828.171285,63123.333281,72138.427286,0.000000,60060.821745,0.000000,12077.605540,0.000000
21.000000,397331.793717,376348.079913,773679.873630,372616.239641,352736.233782,725352.473423,35310.522427,83610.684001,118921.206428,79081.111542,112779.479515,191860.591057,132737.890047,83276.939043,216014.829090,150202.269701,96680.977355,246883.247056,33046.874329,78312.108387,111358.982716,73796.932955,105249.003841,179045.936796,125369.776158,78750.636836,204120.412994,140402.656199,90424.484718,230827.140917,568364.715565,13776.000000,304013.108203,10308.020000,264351.607362,11887.454589
22.000000,4304.873516,20354.503449,24659.376966,6075.824071,21012.063609,27087.887679,334.541915,4959.250987,5293.792901,739.792883,5339.011756,6078.804639,1670.569883,4937.664254,6608.234137,1559.968836,5118.576452,6678.545289,535.474729,5085.827005,5621.301734,1157.261110,5589.206855,6746.467965,2129.420187,5050.635293,7180.055480,2253.668045,5286.394456,7540.062501,49673.600916,0.000000,20135.256905,0.000000,29538.344010,0.000000
23.000000,152073.489904,108312.663502,260386.153406,191356.486811,131291.866897,322648.353707,15735.570392,25212.470965,40948.041358,33530.780793,30248.626507,63779.407300,47472.118489,25343.366587,72815.485077,55335.020229,27508.199442,82843.219671,19892.345912,30568.097859,50460.443771,42279.881416,36552.209111,78832.090527,59812.159253,30886.556287,90698.715539,69372.100229,33285.003640,102657.103870,349181.471071,32752.000000,239616.898197,7102.000000,109564.572874,5291.181888
99.000000,1825594.869585,288869.783198,2114464.652783,7380409.304298,1175484.554105,8555893.858403,322261.876556,57985.003792,380246.880347,513005.397908,96198.602117,609204.000025,474858.220430,58969.307804,533827.528234,515469.374692,75716.869484,591186.244176,1298387.667827,235450.994511,1533838.662338,2065769.764266,389537.459043,2455307.223308,1934509.975071,243001.210432,2177511.185503,2081741.897134,307494.890119,2389236.787254,5401583.485764,157315.332157,5004873.054889,134607.951789,396710.430875,22707.380368
