1,69290.210938,24928.744141,24255.044922,6926.600098,3044.291016,17560.710938,1428.773193,2750.994629,5418.782227,1469.991943
2,27850.572266,93799.382813,23470.341797,20363.416016,2140.624268,21603.265625,1890.318115,10427.630859,4448.775879,6057.197754
3,26789.244141,23283.261719,82903.609375,23271.185547,5876.476074,5518.086426,2417.092529,1625.342285,1916.673706,2267.651123
4,7864.760742,21135.988281,25327.931641,84314.828125,6566.118164,4480.585449,6106.857422,2996.846436,1523.703613,10466.330078
5,3754.034912,2420.375977,6891.325684,6702.500977,62006.382813,1035.920288,5567.485840,268.702972,293.205750,500.114624
6,20143.958984,22858.269531,5734.685059,4579.762695,953.745422,102784.007813,662.366699,8473.182617,19924.958984,1480.733887
7,1731.343018,2231.330811,2941.291504,6910.209961,6673.830566,746.246948,61763.867188,416.264099,160.446106,3498.018311
8,3298.802490,11959.905273,1853.473145,3313.300537,266.508484,9210.174805,380.230469,29682.777344,3520.623291,3327.363281
9,6664.479492,5250.644043,2221.846191,1726.998047,306.960571,23567.908203,159.639267,3603.656738,94814.984375,544.931702
10,1700.572876,6626.859863,2510.256836,11317.474609,512.910156,1634.682129,3725.068115,3137.278564,504.942993,20256.503906
