1,53086.988281,19660.404297,18975.230469,5833.756348,2550.007568,14216.845703,1225.845215,2380.293213,4670.974121,1277.082275
2,21873.357422,79517.867188,19456.492188,18121.466797,1938.053467,18539.818359,1762.292358,9755.925781,4151.882813,5659.981934
3,21006.000000,19399.240234,67850.148438,20164.921875,5172.733887,4680.297852,2180.485352,1485.907349,1755.861084,2064.529297
4,6607.183105,18817.498047,21882.029297,76324.289063,6160.508789,4021.928467,5870.442383,2876.006348,1477.187378,9964.284180
5,3138.750488,2188.125488,6048.087402,6264.895508,58231.125000,941.873535,5492.145508,269.206543,295.793152,499.927338
6,16320.524414,19703.851563,4863.379395,4117.658691,869.341919,88181.945313,620.283508,7937.405273,18431.832031,1397.769409
7,1481.864014,2074.299561,2644.737061,6612.360840,6575.916504,696.657959,61113.503906,425.138031,166.470688,3509.938477
8,2843.192627,11164.268555,1686.624390,3171.020020,266.513397,8593.300781,389.318451,29358.552734,3557.384277,3327.098877
9,5727.822266,4891.568359,2029.384644,1671.286377,309.453491,21733.914063,165.645050,3635.043945,94337.273438,559.185608
10,1472.562134,6181.083984,2273.852295,10745.858398,511.748077,1534.966309,3742.053223,3136.325684,517.973572,19989.757813
